symbol,desc,dt,attchmntFile,sm_name,sm_isin,an_dt,sort_date,seq_id,smIndustry,orgid,attchmntText,bflag,old_new,csvName,exchdisstime,difference,fileSize,attFileSize,hasXbrl
STARHEALTH,Copy of Newspaper Publication,20112025152221,https://nsearchives.nseindia.com/corporate/STARHEALTH_20112025150954_SENP20112025.pdf,Star Health and Allied Insurance Company Limited,INE575P01011,20-Nov-2025 15:22:21,2025-11-20 15:22:21,106450910,,,Star Health and Allied Insurance Company Limited has informed the Exchange about Copy of Newspaper Publication regarding Postal Ballot Notice,,,,20-Nov-2025 15:22:23,00:00:02,4.15 MB,4.15 MB,True
FAIRCHEMOR,Buyback,20112025152018,https://nsearchives.nseindia.com/corporate/FAIRCHEMOR_20112025152008_Outcome_Board_Meeting_20112025.pdf,Fairchem Organics Limited,INE0DNW01011,20-Nov-2025 15:20:18,2025-11-20 15:20:18,106450909,,,Fairchem Organics Limited has informed the Exchange about Buyback,,,,20-Nov-2025 15:20:19,00:00:01,899.35 KB,899.35 KB,True
FAIRCHEMOR,Outcome of Board Meeting,20112025151716,https://nsearchives.nseindia.com/corporate/FAIRCHEMOR_20112025151704_Outcome_Board_Meeting_20112025.pdf,Fairchem Organics Limited,INE0DNW01011,20-Nov-2025 15:17:16,2025-11-20 15:17:16,106450908,,,"Fairchem Organics Limited has informed the Exchange regarding  Board meeting held on November 20, 2025.",,,,20-Nov-2025 15:17:16,00:00:00,899.35 KB,899.35 KB,True
AXISBANK,Analysts/Institutional Investor Meet/Con. Call Updates,20112025150807,https://nsearchives.nseindia.com/corporate/Swati_20112025150707_SEIntimation20112025_signed.pdf,Axis Bank Limited,INE238A01026,20-Nov-2025 15:08:07,2025-11-20 15:08:07,106450905,Banks,,Axis Bank Limited has informed the Exchange about Presentation,,,,20-Nov-2025 15:08:07,00:00:00,168.67 KB,168.67 KB,True
KHAICHEM,General Updates,20112025150341,https://nsearchives.nseindia.com/corporate/KHAICHEM_20112025150334_Outcome.pdf,Khaitan Chemicals & Fertilizers Limited,INE745B01028,20-Nov-2025 15:03:41,2025-11-20 15:03:41,106450902,,,"Khaitan Chemicals & Fertilizers Limited has informed the Exchange about Outcome of Circular Resolution passed by Board of Directors of the Company on November 20, 2025.",,,,20-Nov-2025 15:03:43,00:00:02,528.25 KB,528.25 KB,True
ADFFOODS,Disclosure of material issue,20112025150157,https://nsearchives.nseindia.com/corporate/ADFFOODS1_20112025150059_ADFReg30GPCB_PermanentRevocation.pdf,ADF Foods Limited,INE982B01019,20-Nov-2025 15:01:57,2025-11-20 15:01:57,106450900,Food And Food Processing,,"Intimation under Regulation 30 of SEBI (LODR) Regulations, 2015.",,,,20-Nov-2025 15:01:58,00:00:01,338.81 KB,338.81 KB,True
MARALOVER,Shareholders meeting,20112025150157,https://nsearchives.nseindia.com/corporate/MARALOVER_20112025150127_Stock_Exchange_intimationPB_sd.pdf,Maral Overseas Limited,INE882A01013,20-Nov-2025 15:01:57,2025-11-20 15:01:57,106450901,Textiles - Cotton,,Maral Overseas Limited has informed the Exchange regarding Notice of Postal Ballot,,,,20-Nov-2025 15:01:57,00:00:00,720.41 KB,720.41 KB,True
SPARC,Press Release,20112025150135,https://nsearchives.nseindia.com/corporate/SPARC_20112025150119_PressReleaseForPDP716Ocuvex.pdf,Sun Pharma Advanced Research Company Limited,INE232I01014,20-Nov-2025 15:01:35,2025-11-20 15:01:35,106450899,Pharmaceuticals,,"Sun Pharma Advanced Research Company Limited has informed the Exchange regarding a press release dated November 20, 2025, titled ""SPARC announces Complete Response Letter Resubmission for PDP-716 NDA by Ocuvex"".",,,,20-Nov-2025 15:01:36,00:00:01,334.64 KB,334.64 KB,True
TCPLPACK,Analysts/Institutional Investor Meet/Con. Call Updates,20112025150004,https://nsearchives.nseindia.com/corporate/TCPLPACK_20112025145722_Transcript_Conference_Call.pdf,TCPL Packaging Limited,INE822C01015,20-Nov-2025 15:00:04,2025-11-20 15:00:04,106450898,,,TCPL Packaging Limited has informed the Exchange about Transcript,,,,20-Nov-2025 15:00:05,00:00:01,369.56 KB,369.56 KB,True
HINDZINC,Shareholders meeting,20112025145353,https://nsearchives.nseindia.com/corporate/HINDZINCNSE_20112025145321_SEIntimationpostalballot20112025.pdf,Hindustan Zinc Limited,INE267A01017,20-Nov-2025 14:53:53,2025-11-20 14:53:53,106450896,Metals,,Hindustan Zinc Limited has informed the Exchange regarding Notice of Postal Ballot,,,,20-Nov-2025 14:53:53,00:00:00,827.48 KB,827.48 KB,True
INDIAGLYCO,General Updates,20112025145245,https://nsearchives.nseindia.com/corporate/INDIAGLYCO_20112025145105_Reg_30_Disclosure_Observation_Letter-ocr.pdf,India Glycols Limited,INE560A01015,20-Nov-2025 14:52:45,2025-11-20 14:52:45,106450895,Chemicals - Organic,,India Glycols Limited has informed the Exchange about General Updates on the Scheme of Arrangement.,,,,20-Nov-2025 14:52:46,00:00:01,1.75 MB,1.75 MB,True
JINDALSAW,Analysts/Institutional Investor Meet/Con. Call Updates,20112025145107,https://nsearchives.nseindia.com/corporate/JINDALSAW_20112025145040_Investor_Call.pdf,Jindal Saw Limited,INE324A01024,20-Nov-2025 14:51:07,2025-11-20 14:51:07,106450894,Steel And Steel Products,,Jindal Saw Limited has informed the Exchange about Schedule of meet,,,,20-Nov-2025 14:51:08,00:00:01,285.98 KB,285.98 KB,True
BIRLANU,Analysts/Institutional Investor Meet/Con. Call Updates,20112025145027,https://nsearchives.nseindia.com/corporate/HIL_20112025144944_Investor_Call_Audio_Q2FY26_dated_20112025signed.pdf,BirlaNu Limited,INE557A01011,20-Nov-2025 14:50:27,2025-11-20 14:50:27,106450893,,,BirlaNu Limited has informed the Exchange about Link of Recording,,,,20-Nov-2025 14:50:28,00:00:01,266.61 KB,266.61 KB,True
BANKINDIA,General Updates,20112025144751,https://nsearchives.nseindia.com/corporate/BANKINDIA5_20112025144656_RBIPenalty.pdf,Bank of India,INE084A01016,20-Nov-2025 14:47:51,2025-11-20 14:47:51,106450891,Banks,,Bank Of India has informed the Exchange about General Updates,,,,20-Nov-2025 14:47:52,00:00:01,71.34 KB,71.34 KB,True
KDDL,Analysts/Institutional Investor Meet/Con. Call Updates,20112025144703,https://nsearchives.nseindia.com/corporate/KDDL_20112025144650_SEsEarningCallTranscript.pdf,KDDL Limited,INE291D01011,20-Nov-2025 14:47:03,2025-11-20 14:47:03,106450890,,,KDDL Limited has informed the Exchange about Transcript,,,,20-Nov-2025 14:47:04,00:00:01,541.42 KB,541.42 KB,True
ICEMAKE,Analysts/Institutional Investor Meet/Con. Call Updates,20112025144114,https://nsearchives.nseindia.com/corporate/ICEMAKE_20112025144006_NSE_Transcript.pdf,Ice Make Refrigeration Limited,INE520Y01019,20-Nov-2025 14:41:14,2025-11-20 14:41:14,106450886,,,Ice Make Refrigeration Limited has informed the Exchange about Transcript,,,,20-Nov-2025 14:41:15,00:00:01,370.74 KB,370.74 KB,True
SPECTRUM,Shareholders meeting,20112025144024,https://nsearchives.nseindia.com/corporate/SPECTRUM_20112025143945_SPECTRUM_Postal_Ballot_Notice_20112025.pdf,Spectrum Electrical Industries Limited,INE01EO01010,20-Nov-2025 14:40:24,2025-11-20 14:40:24,106450885,,,Spectrum Electrical Industries Limited has informed the Exchange regarding Notice of Postal Ballot,,,,20-Nov-2025 14:40:24,00:00:00,692.68 KB,692.68 KB,True
VARROC,General Updates,20112025144006,https://nsearchives.nseindia.com/corporate/VARROC_20112025143920_Redemption_Commercial_Papers.pdf,Varroc Engineering Limited,INE665L01035,20-Nov-2025 14:40:06,2025-11-20 14:40:06,106450884,,,Varroc Engineering Limited has informed the Exchange about General Updates-Redemption of Commercial Papers,,,,20-Nov-2025 14:40:07,00:00:01,174.07 KB,174.07 KB,True
SARDAEN,Analysts/Institutional Investor Meet/Con. Call Updates,20112025143825,https://nsearchives.nseindia.com/corporate/SARDAEN_20112025143744_SEML.pdf,Sarda Energy & Minerals Limited,INE385C01013,20-Nov-2025 14:38:25,2025-11-20 14:38:25,106450883,Steel And Steel Products,,Sarda Energy & Minerals Limited has informed the Exchange about Transcript,,,,20-Nov-2025 14:38:26,00:00:01,1.02 MB,1.02 MB,True
LLOYDSENGG,Agreements,20112025142754,https://nsearchives.nseindia.com/corporate/LSIL_20112025142741_IntimationforAgreementsigned.pdf,LLOYDS ENGINEERING WORKS LIMITED,INE093R01011,20-Nov-2025 14:27:54,2025-11-20 14:27:54,106450880,,,LLOYDS ENGINEERING WORKS LIMITED has informed the Exchange about Agreements,,,,20-Nov-2025 14:27:55,00:00:01,332.52 KB,332.52 KB,True
SCHAND,Credit Rating- Revision,20112025142113,https://nsearchives.nseindia.com/corporate/SCHAND_20112025142051_Intimationforreaffirmationofcreditrating20112025.pdf,S Chand And Company Limited,INE807K01035,20-Nov-2025 14:21:13,2025-11-20 14:21:13,106450879,,,S Chand And Company Limited has informed the Exchange about Credit Rating- Disclosure under Regulation 30 LODR - Upgradation of long term rating by ICRA Limited,,,,20-Nov-2025 14:21:14,00:00:01,157.19 KB,157.19 KB,True
AZAD,Analysts/Institutional Investor Meet/Con. Call Updates,20112025141632,https://nsearchives.nseindia.com/corporate/AZAD2356_20112025141133_Coveringlettersigned.pdf,Azad Engineering Limited,INE02IJ01035,20-Nov-2025 14:16:32,2025-11-20 14:16:32,106450876,,,"we would like to inform you that the officials of the Company will be attending the Investor Conference on 26th November 2025 at 2:00 P.M. onwards. Nature of Meeting 1x1 / Group Meeting, Organised by - J.P. Morgan, Mode of the Meeting - Virtual",,,,20-Nov-2025 14:16:33,00:00:01,376.20 KB,376.20 KB,True
GOODLUCK,General Updates,20112025141458,https://nsearchives.nseindia.com/corporate/GOODLUCK_20112025141443_Intimation.pdf,Goodluck India Limited,INE127I01024,20-Nov-2025 14:14:58,2025-11-20 14:14:58,106450875,,,"Goodluck India Limited has informed the Exchange about General Updates:- Pursuant to Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015, we are pleased to inform you that Goodluck Defence and Aerospace Limited, a subsidiary of the Company, has received an export order valued at USD 6 million for the supply of 155mm M107 Ready-to-Fill Shells.",,,,20-Nov-2025 14:14:59,00:00:01,1.28 MB,1.28 MB,True
MUFIN,Outcome of Board Meeting,20112025140719,https://nsearchives.nseindia.com/corporate/MUFIN_20112025140712_Outcome_.pdf,Mufin Green Finance Limited,INE08KJ01020,20-Nov-2025 14:07:19,2025-11-20 14:07:19,106450871,,,"Mufin Green Finance Limited has informed the Exchange regarding  Board meeting held on November 20, 2025.",,,,20-Nov-2025 14:07:20,00:00:01,295.14 KB,295.14 KB,True
GLOBUSSPR,Outcome of Board Meeting,20112025140141,https://nsearchives.nseindia.com/corporate/GLOBUSSPR_20112025140125_Outcome_Board_Meeting_SD.pdf,Globus Spirits Limited,INE615I01010,20-Nov-2025 14:01:41,2025-11-20 14:01:41,106450870,Brew/Distilleries,,"Globus Spirits Limited has informed the Exchange regarding  Board meeting held on November 20, 2025.",,,,20-Nov-2025 14:01:42,00:00:01,239.70 KB,239.70 KB,True
GSFC,Copy of Newspaper Publication,20112025135853,https://nsearchives.nseindia.com/corporate/GSFC_20112025135843_newspaperpublication201125.pdf,Gujarat State Fertilizers & Chemicals Limited,INE026A01017,20-Nov-2025 13:58:53,2025-11-20 13:58:53,106450869,Fertilisers,,Gujarat State Fertilizers & Chemicals Limited has informed the Exchange about Copy of Newspaper Publication,,,,20-Nov-2025 13:58:54,00:00:01,2.23 MB,2.23 MB,True
VENUSPIPES,Analysts/Institutional Investor Meet/Con. Call Updates,20112025135658,https://nsearchives.nseindia.com/corporate/VENUSPIPES_20112025135647_Venus_Plant_Visit_Intimation_Nov_25.pdf,Venus Pipes & Tubes Limited,INE0JA001018,20-Nov-2025 13:56:58,2025-11-20 13:56:58,106450867,,,Venus Pipes & Tubes Limited has informed the Exchange about Schedule of meet,,,,20-Nov-2025 13:56:59,00:00:01,383.35 KB,383.35 KB,True
XTGLOBAL,Analysts/Institutional Investor Meet/Con. Call Updates,20112025135542,https://nsearchives.nseindia.com/corporate/XTGLOBAL_20112025135459_Transcipt_-_Q2_FY26_-_XTGlobal.pdf,Xtglobal Infotech Limited,INE547B01028,20-Nov-2025 13:55:42,2025-11-20 13:55:42,106450866,,,"Transcript of Q2 & H1 FY26 Earnings Conference Call held on Tuesday, November 18, 2025",,,,20-Nov-2025 13:55:42,00:00:00,1.43 MB,1.43 MB,True
PVRINOX,General Updates,20112025134545,https://nsearchives.nseindia.com/corporate/PVR_20112025134239_PVRINOXOpeningofScreens20112025.pdf,PVR INOX Limited,INE191H01014,20-Nov-2025 13:45:45,2025-11-20 13:45:45,106450863,,,"PVR INOX Limited has informed the Exchange about opening of 6-screen multiplex at Elegante Unity One Mall, Netaji Subhash Place (NSP), Pitampura, Delhi.",,,,20-Nov-2025 13:45:46,00:00:01,1.17 MB,1.17 MB,True
HEG,General Updates,20112025134512,https://nsearchives.nseindia.com/corporate/HEG_20112025134459_Stxintimation201125.pdf,HEG Limited,INE545A01016,20-Nov-2025 13:45:12,2025-11-20 13:45:12,106450862,Electrodes,,HEG Limited has informed the Exchange about Assignment of ESG Score by SES ESG Research Pvt Ltd.,,,,20-Nov-2025 13:45:14,00:00:02,3.26 MB,3.26 MB,True
MARICO,ESOP/ESOS/ESPS,20112025134506,https://nsearchives.nseindia.com/corporate/marico_20112025134338_SE_intimation_S.pdf,Marico Limited,INE196A01026,20-Nov-2025 13:45:06,2025-11-20 13:45:06,106450861,Personal Care,,"The Securities Committee of the Board of Directors of the Company vide a resolution passed on November 20, 2025, has allotted 54,074 equity shares of face value of Re. 1 each of the Company under various Schemes of ESOP 2016, to the eligible grantees, pursuant to exercise of stock options granted thereunder.",,,,20-Nov-2025 13:45:07,00:00:01,19.06 MB,19.06 MB,True
IFBAGRO,Copy of Newspaper Publication,20112025134202,https://nsearchives.nseindia.com/corporate/IFBAGRO_20112025134126_SE_UPLOAD.pdf,IFB Agro Industries Limited,INE076C01018,20-Nov-2025 13:42:02,2025-11-20 13:42:02,106450859,Brew/Distilleries,,IFB Agro Industries Limited has informed the Exchange about Copy of Newspaper Publication,,,,20-Nov-2025 13:42:03,00:00:01,281.23 KB,281.23 KB,True
GLOTTIS,Analysts/Institutional Investor Meet/Con. Call Updates,20112025134049,https://nsearchives.nseindia.com/corporate/GLOTTISLTD_20112025133748_TranscriptEarningcall17112025.pdf,Glottis Limited,INE0TQE01026,20-Nov-2025 13:40:49,2025-11-20 13:40:49,106450858,,,"Glottis Limited has informed the Exchange about Transcript of the Post-Earnings Conference Call for Investors and Analysts held on Monday, November 17, 2025, convened to discuss the Unaudited Standalone Financial Results of the Company for the Quarter and Half year ended September 30, 2025.",,,,20-Nov-2025 13:40:50,00:00:01,628.19 KB,628.19 KB,True
DYNPRO,Outcome of Board Meeting,20112025133638,https://nsearchives.nseindia.com/corporate/DYNPRO_20112025133504_Outcome.pdf,Dynemic Products Limited,INE256H01015,20-Nov-2025 13:36:38,2025-11-20 13:36:38,106450857,,,"Dynemic Products Limited has submitted to the Exchange, the financial results for the period ended September 30, 2025.",,,,20-Nov-2025 13:36:39,00:00:01,5.01 MB,5.01 MB,True
SAILIFE,Action(s) initiated or orders passed,20112025133347,https://nsearchives.nseindia.com/corporate/SAILIFE_20112025133334_LODR_Reg_30_KA_Intermediary_GST_Order_19112025_Signed.pdf,Sai Life Sciences Limited,INE570L01029,20-Nov-2025 13:33:47,2025-11-20 13:33:47,106450855,,,"Intimation for receipt of an Order dated 19th November 2025 issued by the Joint Commissioner of Commercial Taxes (Appeals), Kalaburagi u/s 107 (11) of the Karnataka Goods and Services Tax Act, 2017 and the Central Goods and Services Tax Act, 2017",,,,20-Nov-2025 13:33:49,00:00:02,254.76 KB,254.76 KB,True
INFIBEAM,Copy of Newspaper Publication,20112025132757,https://nsearchives.nseindia.com/corporate/INFIBEAM_20112025132739_IALIntimationNewspaperAdv20112025.pdf,Infibeam Avenues Limited,INE483S01012,20-Nov-2025 13:27:57,2025-11-20 13:27:57,106450853,,,Infibeam Avenues Limited has informed the Exchange about Copy of Newspaper Publication for First and Final Call Money Notice for the purpose of Rights Issue.,,,,20-Nov-2025 13:27:59,00:00:02,10.50 MB,10.50 MB,True
KROSS,Analysts/Institutional Investor Meet/Con. Call Updates,20112025132214,https://nsearchives.nseindia.com/corporate/8910457293_20112025132112_Reg_30_17112025_writentranscript.pdf,Kross Limited,INE0O6601022,20-Nov-2025 13:22:14,2025-11-20 13:22:14,106450851,,,"Kross Limited has informed the Exchange about Transcript of post earning conference call held on November 17, 2025 for the quarter and half-year ended on September 30, 2025",,,,20-Nov-2025 13:22:15,00:00:01,702.89 KB,702.89 KB,True
POWERMECH,Shareholders meeting,20112025132100,https://nsearchives.nseindia.com/corporate/POWERMECH_20112025132051_PB_Intimation_SEs.pdf,Power Mech Projects Limited,INE211R01019,20-Nov-2025 13:21:00,2025-11-20 13:21:00,106450850,,,Power Mech Projects Limited has informed the Exchange regarding Notice of Postal Ballot,,,,20-Nov-2025 13:21:00,00:00:00,883.22 KB,883.22 KB,True
ATL,Copy of Newspaper Publication,20112025132020,https://nsearchives.nseindia.com/corporate/ALLCARGOTERMINALS_20112025132006_SEupload.pdf,Allcargo Terminals Limited,INE0NN701020,20-Nov-2025 13:20:20,2025-11-20 13:20:20,106450849,,,Allcargo Terminals Limited has informed the Exchange about Copy of Newspaper Publication regarding the Pre Issue of Rights Issue of the Company,,,,20-Nov-2025 13:20:21,00:00:01,8.93 MB,8.93 MB,True
TI,Allotment of Securities,20112025132007,https://nsearchives.nseindia.com/corporate/gthakur_20112025131947_TI_Conversionofwarrants.pdf,Tilaknagar Industries Limited,INE133E01013,20-Nov-2025 13:20:07,2025-11-20 13:20:07,106450848,Brew/Distilleries,,"Tilaknagar Industries Limited has informed the Exchange regarding allotment of 37715000 securities pursuant to Preferential Issue at its meeting held on November 20, 2025",,,,20-Nov-2025 13:20:08,00:00:01,713.18 KB,713.18 KB,True
MANINDS,Press Release,20112025131921,https://nsearchives.nseindia.com/corporate/MANINDS_20112025131914_MIIL_Intimation_to_SE_Press_Release_20112025.pdf,Man Industries (India) Limited,INE993A01026,20-Nov-2025 13:19:21,2025-11-20 13:19:21,106450847,Steel And Steel Products,,"Man Industries (India) Limited has informed the Exchange regarding a press release dated November 20, 2025, titled ""Press Release / Media Release in respect of Memorandum of Understanding (MoU) between Man Industries (India) Limited and Aramco Asia India Pvt. Ltd."".",,,,20-Nov-2025 13:19:22,00:00:01,485.22 KB,485.22 KB,True
TICL,Updates,20112025131902,https://nsearchives.nseindia.com/corporate/TCLCONS_20112025131820_Declaration_by_CS_of_the_Company_wrt_Offer_for_Sale_November2025.pdf,Twamev Construction and Infrastructure Limited,INE388G01026,20-Nov-2025 13:19:02,2025-11-20 13:19:02,106450846,,,"Twamev Construction and Infrastructure Limited has informed the Exchange regarding 'Declaration by Twamev Construction and Infrastructure Limited  regarding 'Disclosure under Regulation 29(2) of SEBI (SAST) Regulations, 2011 and Regulation 7(2) of Prohibition of Insider Trading 2015 in regards to Offer for Sale executed by Mr. Ravi Todi.'.",,,,20-Nov-2025 13:19:04,00:00:02,1.12 MB,1.12 MB,True
SHALBY,Analysts/Institutional Investor Meet/Con. Call Updates,20112025131828,https://nsearchives.nseindia.com/corporate/SHALBYLTD_20112025131046_77TranscriptofEarningsCall.pdf,Shalby Limited,INE597J01018,20-Nov-2025 13:18:28,2025-11-20 13:18:28,106450845,,,Shalby Limited has informed the Exchange about Transcript,,,,20-Nov-2025 13:18:29,00:00:01,541.48 KB,541.48 KB,True
